city,year,air_quality_rating
Prudnik,2019,Moderate
Prudnik,2020,Moderate
Przemków,2013,Moderate
Przemysl,2010,Moderate
Przemysl,2013,Moderate
Przemysl,2014,Moderate
Przemysl,2015,Moderate
Przemysl,2016,Moderate
Przemysl,2017,Moderate
Przemysl,2018,Moderate
Przemysl,2019,Moderate
Przemysl,2020,Moderate
Príbram,2013,Moderate
Príbram,2014,Moderate
Príbram,2015,Moderate
Príbram,2016,Moderate
Pstruzi,2010,Moderate
Pstruzi,2013,Moderate
Pstruží,2013,Moderate
Pstruží,2014,Moderate
Pstruží,2015,Moderate
Pstruží,2016,Moderate
Pstruží,2017,Moderate
Pstruží,2018,Moderate
Pstruží,2019,Moderate
Pstruží,2020,Moderate
Pstruží,2021,Moderate
Pszczyna,2010,Moderate
Pszczyna,2013,Moderate
Pszczyna,2014,Moderate
Pszczyna,2015,Moderate
Pszczyna,2016,Moderate
Pszczyna,2017,Moderate
Pszczyna,2018,Moderate
Pszczyna,2019,Moderate
Pszczyna,2020,Moderate
Ptolema<U+1E2F>da,2020,Moderate
Pu pokhara,2019,Moderate
Puchuncavi,2019,Moderate
Pudahuel,2010,Moderate
Pudahuel,2011,Moderate
Pudahuel,2012,Moderate
Pudahuel,2013,Moderate
Pudahuel,2014,Moderate
Pudahuel,2015,Moderate
Pudahuel,2016,Moderate
Pudong xinqu,2018,Moderate
Pudong xinqu,2019,Moderate
Puducherry,2012,Moderate
Puducherry,2020,Moderate
Puebla,2011,Moderate
Puebla,2018,Poor
Puebla de sancho perez,2012,Moderate
Puebla de sancho perez,2013,Moderate
"Pueblo, CO",2010,Moderate
"Pueblo, CO",2011,Moderate
"Pueblo, CO",2012,Moderate
"Pueblo, CO",2013,Moderate
"Pueblo, CO",2014,Moderate
"Pueblo, CO",2015,Moderate
"Pueblo, CO",2016,Moderate
"Pueblo, CO",2017,Moderate
"Pueblo, CO",2018,Moderate
"Pueblo, CO",2019,Moderate
"Pueblo, CO",2020,Moderate
"Pueblo, CO",2021,Moderate
Puente alto,2010,Moderate
Puente alto,2011,Moderate
Puente alto,2012,Moderate
Puente alto,2013,Moderate
Puente alto,2014,Moderate
Puente alto,2015,Moderate
Puente alto,2016,Moderate
Puente piedra,2014,Moderate
Puente piedra,2015,Moderate
Puente piedra,2016,Moderate
Puer,2017,Moderate
Puer,2018,Moderate
Puer shi,2015,Moderate
Puer shi,2016,Moderate
Puerto Plata,2019,Moderate
Puerto Plata,2020,Moderate
Puerto Plata,2021,Moderate
Puerto Real,2013,Moderate
Puerto Real,2014,Moderate
Puerto Real,2015,Moderate
Puerto Real,2016,Moderate
Puerto Real,2017,Moderate
Puerto Real,2018,Moderate
Puerto Real,2019,Moderate
Puerto Real,2020,Moderate
Puerto Real,2021,Moderate
Puerto de la Cruz,2013,Good
Puerto de la Cruz,2014,Good
Puerto de la Cruz,2015,Moderate
Puerto de la Cruz,2016,Moderate
Puerto de la Cruz,2017,Moderate
Puerto de la Cruz,2018,Moderate
Puerto de la Cruz,2019,Moderate
Puerto de la Cruz,2020,Moderate
Puerto de la Cruz,2021,Good
Puerto del Rosario,2013,Moderate
Puerto del Rosario,2014,Moderate
Puerto del Rosario,2015,Moderate
Puerto del Rosario,2016,Moderate
Puerto del Rosario,2017,Moderate
Puerto del Rosario,2018,Moderate
Puerto del Rosario,2019,Moderate
Puerto del Rosario,2020,Moderate
Puerto del Rosario,2021,Moderate
Puerto del rosario,2010,Moderate
Puerto del rosario,2013,Moderate
Puerto montt,2016,Moderate
Puerto montt,2019,Moderate
Puerto real,2010,Moderate
Puertollano,2010,Moderate
Puertollano,2013,Moderate
Puertollano,2014,Moderate
Puertollano,2015,Moderate
Puertollano,2016,Moderate
Puertollano,2017,Moderate
Puertollano,2018,Moderate
Puertollano,2019,Moderate
Puertollano,2020,Moderate
Puertollano,2021,Moderate
Pueyo de araguas (el),2010,Moderate
Puig moreno,2013,Moderate
Pukou qu,2018,Moderate
Pukou qu,2019,Moderate
Pula-Pola,2014,Moderate
Pula-Pola,2015,Moderate
Pula-Pola,2016,Moderate
Pula-Pola,2017,Moderate
Pula-Pola,2018,Moderate
Pula-Pola,2019,Moderate
Pula-Pola,2020,Moderate
Pulau pinang,2019,Moderate
Pulawy,2010,Moderate
Pulawy,2013,Moderate
Pulawy,2014,Moderate
Pulawy,2015,Moderate
Pulawy,2016,Moderate
Pulawy,2017,Moderate
Pulawy,2018,Moderate
Pulawy,2019,Moderate
Pulawy,2020,Moderate
Pulchowk,2019,Moderate
Pulwama,2020,Moderate
Pune,2011,Moderate
Pune,2012,Moderate
Pune,2013,Moderate
Pune,2014,Moderate
Pune,2015,Poor
Pune,2016,Poor
Pune,2017,Moderate
Pune,2020,Moderate
Punta Umbría,2013,Moderate
Punta Umbría,2014,Moderate
Punta Umbría,2015,Moderate
Punta Umbría,2016,Moderate
Punta Umbría,2017,Moderate
Punta Umbría,2018,Moderate
Punta Umbría,2019,Moderate
Punta Umbría,2020,Moderate
Punta Umbría,2021,Moderate
Punta arenas,2014,Moderate
Punta arenas,2015,Moderate
Punta arenas,2016,Moderate
Punta arenas,2019,Moderate
Punta umbria,2013,Moderate
Puri,2020,Moderate
Purkersdorf,2010,Moderate
Purkersdorf,2013,Moderate
Purkersdorf,2014,Moderate
Purkersdorf,2015,Moderate
Purkersdorf,2016,Moderate
Purkersdorf,2017,Moderate
Purkersdorf,2018,Moderate
Purkersdorf,2019,Moderate
Purkersdorf,2020,Moderate
Purkersdorf,2021,Moderate
Pursaklar,2018,Moderate
Pursaklar,2019,Poor
Pursaklar,2020,Poor
Pursat,2020,Moderate
Pursat,2021,Moderate
Purulia,2020,Moderate
Pusignan,2010,Moderate
Pusignan,2013,Moderate
Pusignan,2014,Moderate
Pusignan,2015,Moderate
Pusignan,2016,Moderate
Pusignan,2017,Moderate
Pusignan,2018,Moderate
Pusignan,2019,Moderate
Pusignan,2020,Good
Pusignan,2021,Good
Putaruru,2012,Moderate
Puteaux,2010,Moderate
Putian,2016,Moderate
Putian,2017,Moderate
Putian,2018,Moderate
Putian,2020,Moderate
Putian shi,2015,Moderate
Putian shi,2016,Moderate
Putrajaya,2019,Moderate
Putuo qu,2018,Moderate
Putuo qu,2019,Moderate
Puurs,2010,Moderate
Puyang,2015,Moderate
Puyang,2016,Poor
Puyang,2017,Moderate
Puyang,2018,Moderate
Puyang,2019,Moderate
Puyang,2020,Moderate
Puyang shi,2018,Moderate
Puyang shi,2019,Moderate
Pyay-aunglan,2013,Moderate
Pydibheemavaram,2013,Moderate
Pydibheemavaram,2014,Moderate
Pydibheemavaram,2015,Moderate
Pyin oo lwin,2012,Moderate
Pátra,2013,Moderate
Pátra,2014,Moderate
Pátra,2015,Moderate
Pátra,2016,Moderate
Pátra,2017,Moderate
Pátra,2018,Moderate
Pátra,2019,Moderate
Pátra,2020,Moderate
Pátra,2021,Moderate
Pátra,2022,Moderate
Pécs,2013,Moderate
Pécs,2014,Moderate
Pécs,2015,Moderate
Pécs,2016,Moderate
Pécs,2017,Moderate
Pécs,2018,Moderate
Pécs,2019,Moderate
Pécs,2020,Moderate
Périgueux,2013,Moderate
Périgueux,2014,Moderate
Périgueux,2015,Moderate
Périgueux,2016,Moderate
Périgueux,2017,Moderate
Périgueux,2018,Moderate
Périgueux,2019,Good
Périgueux,2020,Good
Périgueux,2021,Good
Písecná,2016,Moderate
Písecná,2017,Moderate
Písecná,2018,Moderate
Písecná,2019,Moderate
Písecná,2020,Moderate
Písecná,2021,Moderate
Pöchlarn,2010,Moderate
Púchov,2021,Moderate
Qassim region,2018,Moderate
Qassim region,2019,Moderate
Qassim region,2020,Moderate
Qassim region,2021,Moderate
Qassim region,2022,Moderate
Qazir,2018,Moderate
Qazir,2019,Moderate
Qazir,2020,Moderate
Qazir,2021,Moderate
Qazvin,2010,Moderate
Qazvin,2011,Moderate
Qazvin,2013,Moderate
Qesaryya,2019,Moderate
Qesaryya,2020,Moderate
Qesaryya,2021,Moderate
Qetura,2019,Moderate
Qetura,2020,Moderate
Qetura,2021,Moderate
Qevuzat yavne,2016,Moderate
Qevuzat yavne,2017,Moderate
Qevuzat yavne,2018,Moderate
Qevuzat yavne,2019,Moderate
Qevuzat yavne,2020,Moderate
Qi xing guan qu,2015,Moderate
Qi xing guan qu,2016,Moderate
Qiandongnan,2016,Moderate
Qiandongnan Prefecture,2020,Moderate
Qianjin qu,2015,Moderate
Qianjin qu,2016,Moderate
Qiannan,2017,Moderate
Qiannan,2018,Moderate
Qiannan Prefecture,2020,Moderate
Qianxi'nan Prefecture,2020,Moderate
Qianxinan,2017,Moderate
Qianxinan,2018,Moderate
Qiaocheng district,2015,Moderate
Qiaocheng district,2016,Moderate
Qiaocheng qu,2015,Moderate
Qiaocheng qu,2016,Moderate
Qiaocheng qu,2018,Moderate
Qiaocheng qu,2019,Moderate
Qiaodong qu,2018,Moderate
Qiaodong qu,2019,Moderate
Qiaoxi qu,2018,Moderate
Qiaoxi qu,2019,Moderate
Qibin qu,2015,Moderate
Qibin qu,2016,Moderate
Qibin qu,2018,Moderate
Qibin qu,2019,Moderate
Qila Bharian (Sangrur),2020,Moderate
Qilihe qu,2018,Moderate
Qilin qu,2018,Moderate
Qilin qu,2019,Moderate
Qindu district,2018,Moderate
Qindu district,2019,Moderate
Qindu qu,2018,Moderate
Qindu qu,2019,Moderate
Qingcheng district,2018,Moderate
Qingcheng district,2019,Moderate
Qingcheng qu,2018,Moderate
Qingcheng qu,2019,Moderate
Qingdao,2013,Moderate
Qingdao,2014,Poor
Qingdao,2015,Moderate
Qingdao,2016,Moderate
Qingdao,2017,Moderate
Qingdao,2018,Moderate
Qingdao,2020,Moderate
Qingdao shi,2018,Moderate
Qingdao shi,2019,Moderate
Qingjiangpu qu,2018,Moderate
Qingjiangpu qu,2019,Moderate
Qingpu qu,2018,Moderate
Qingpu qu,2019,Moderate
Qingshan qu,2018,Moderate
Qingshan qu,2019,Moderate
Qingshanhu qu,2018,Moderate
Qingshanhu qu,2019,Moderate
Qingxiu district,2018,Moderate
Qingxiu district,2019,Moderate
Qingxiu qu,2018,Moderate
Qingxiu qu,2019,Moderate
Qingyang,2017,Moderate
Qingyang,2018,Moderate
Qingyang qu,2018,Moderate
Qingyang qu,2019,Moderate
Qingyang shi,2018,Moderate
Qingyang shi,2019,Moderate
Qingyuan,2014,Moderate
Qingyuan,2015,Moderate
Qingyuan,2016,Moderate
Qingyuan,2017,Moderate
Qingyuan,2018,Moderate
Qingyuan,2020,Moderate
Qingyuan qu,2015,Moderate
Qingyuan qu,2016,Moderate
Qingyuan qu,2018,Moderate
Qingyuan qu,2019,Moderate
Qingyuan shi,2018,Moderate
Qingyuan shi,2019,Moderate
Qingyunpu qu,2018,Moderate
Qingyunpu qu,2019,Moderate
Qinhuai qu,2018,Moderate
Qinhuai qu,2019,Moderate
Qinhuangdao,2013,Poor
Qinhuangdao,2014,Poor
Qinhuangdao,2015,Poor
Qinhuangdao,2016,Poor
Qinhuangdao,2017,Moderate
Qinhuangdao,2018,Moderate
Qinhuangdao,2020,Moderate
Qinnan qu,2015,Moderate
Qinnan qu,2016,Moderate
Qinnan qu,2018,Moderate
Qinnan qu,2019,Moderate
Qinzhou,2016,Moderate
Qinzhou,2017,Moderate
Qinzhou,2018,Moderate
Qinzhou qu,2018,Moderate
Qinzhou qu,2019,Moderate
Qinzhou shi,2015,Moderate
Qinzhou shi,2016,Moderate
Qiqihaer shi,2018,Moderate
Qiqihaer shi,2019,Moderate
Qiqihar,2014,Moderate
Qiqihar,2015,Moderate
Qiqihar,2016,Moderate
Qiqihar,2017,Moderate
Qiqihar,2018,Moderate
Qiqihar,2020,Moderate
Qiryat atta,2016,Moderate
Qiryat atta,2017,Moderate
Qiryat atta,2018,Moderate
Qiryat atta,2019,Moderate
Qiryat atta,2020,Moderate
Qiryat atta,2021,Moderate
Qiryat bialik,2016,Moderate
Qiryat bialik,2018,Moderate
Qiryat bialik,2019,Moderate
Qiryat bialik,2020,Moderate
Qiryat bialik,2021,Moderate
Qiryat gat,2016,Moderate
Qiryat gat,2017,Moderate
Qiryat gat,2018,Moderate
Qiryat gat,2019,Moderate
Qiryat gat,2020,Moderate
Qiryat gat,2021,Moderate
Qiryat mal'akhi,2016,Moderate
Qiryat mal'akhi,2017,Moderate
Qiryat mal'akhi,2018,Moderate
Qiryat mal'akhi,2019,Moderate
Qiryat mal'akhi,2020,Moderate
Qiryat mal'akhi,2021,Moderate
Qiryat motzkin,2018,Moderate
Qiryat motzkin,2019,Moderate
Qiryat motzkin,2020,Moderate
Qiryat motzkin,2021,Moderate
Qiryat tiv'on,2016,Moderate
Qiryat tiv'on,2017,Moderate
Qiryat tiv'on,2018,Moderate
Qiryat tiv'on,2019,Moderate
Qiryat tiv'on,2020,Moderate
Qiryat tiv'on,2021,Moderate
Qiryat yam,2017,Moderate
Qiryat yam,2018,Moderate
Qiryat yam,2019,Moderate
Qiryat yam,2020,Moderate
Qiryat yam,2021,Moderate
Qitaihe,2017,Moderate
Qitaihe,2018,Moderate
Qitaihe,2020,Moderate
Qixia district,2018,Moderate
Qixia district,2019,Moderate
Qixia road,2018,Moderate
Qixing district,2018,Moderate
Qixing district,2019,Moderate
Qixingguan qu,2015,Moderate
Qixingguan qu,2016,Moderate
Qixingguan qu,2018,Moderate
Qixingguan qu,2019,Moderate
Qiyi road,2018,Moderate
Qiyi road,2019,Moderate
Qonggyai county,2018,Moderate
Qonggyai county,2019,Moderate
Qu jiang shang quan,2018,Moderate
Qu jiang shang quan,2019,Moderate
Quanzhou,2014,Moderate
Quanzhou,2015,Moderate
Quanzhou,2016,Moderate
Quanzhou,2017,Moderate
Quanzhou,2018,Moderate
Quanzhou,2020,Moderate
Quanzhou shi,2018,Moderate
Quanzhou shi,2019,Moderate
Quart de poblet,2010,Moderate
Quart de poblet,2013,Moderate
Quartu sant'elena,2013,Moderate
Quartucciu,2013,Moderate
Quartucciu,2014,Moderate
Quartucciu,2015,Moderate
Quartucciu,2016,Moderate
Quartucciu,2017,Moderate
Quartucciu,2018,Moderate
Quartucciu,2019,Moderate
Quartucciu,2020,Moderate
Quartucciu,2021,Moderate
Quatis,2014,Moderate
Quattromiglia,2015,Moderate
Quattromiglia,2016,Moderate
Quattromiglia,2017,Moderate
Quattromiglia,2018,Moderate
Quattromiglia,2019,Moderate
Quattromiglia,2020,Moderate
Quattromiglia,2021,Moderate
Quebec,2013,Moderate
Quebec,2015,Moderate
Quebec,2016,Moderate
Quebec,2017,Moderate
Quebec,2018,Moderate
Quebec,2019,Moderate
Queenstown,2019,Moderate
Queretaro,2018,Moderate
Quesnel,2013,Moderate
Quesnel,2015,Moderate
Quesnel,2016,Moderate
Quesnel,2017,Moderate
Quesnel,2018,Moderate
Quesnel,2019,Moderate
Quezon city,2016,Moderate
Quiliano,2010,Moderate
Quiliano,2013,Moderate
Quilicura,2010,Moderate
Quilicura,2011,Moderate
Quilicura,2012,Moderate
Quilicura,2013,Moderate
Quilicura,2014,Moderate
Quilicura,2015,Moderate
Quilpue,2014,Moderate
Quilpue,2015,Moderate
Quilpue,2016,Moderate
Quimper,2010,Moderate
Quimper,2013,Moderate
Quimper,2014,Moderate
Quimper,2015,Moderate
Quimper,2016,Moderate
Quimper,2017,Moderate
Quimper,2018,Moderate
Quimper,2019,Moderate
Quimper,2020,Moderate
Quimper,2021,Moderate
Quintero,2019,Moderate
Quito,2010,Moderate
Quito,2011,Moderate
Quito,2012,Moderate
Quito,2013,Moderate
Quitzdorf,2013,Moderate
Quitzdorf,2014,Moderate
Quitzdorf,2015,Moderate
Quitzdorf,2016,Moderate
Quitzdorf,2017,Moderate
Quitzdorf,2018,Moderate
Quitzdorf,2019,Moderate
Quitzdorf,2020,Good
Quitzdorf,2021,Good
Quitzdorf am see,2010,Moderate
Quitzdorf am see,2013,Moderate
Qujiang qu,2018,Moderate
Qujiang qu,2019,Moderate
Qujing,2014,Moderate
Qujing,2015,Moderate
Qujing,2016,Moderate
Qujing,2017,Moderate
Qujing,2018,Moderate
Qujing,2020,Moderate
Quzhou,2013,Moderate
Quzhou,2014,Moderate
Quzhou,2015,Moderate
Quzhou,2016,Moderate
Quzhou,2017,Moderate
Quzhou,2018,Moderate
Quzhou,2020,Moderate
Quzhou shi,2018,Moderate
Quzhou shi,2019,Moderate
Québec,2020,Moderate
Ra'annana,2016,Moderate
Ra'annana,2017,Moderate
Ra'annana,2018,Moderate
Ra'annana,2019,Moderate
Ra'annana,2020,Moderate
Ra'annana,2021,Moderate
Raahe,2010,Moderate
Raahe,2013,Moderate
Raahe,2014,Moderate
Raahe,2015,Moderate
Raahe,2016,Moderate
Raahe,2017,Moderate
Raahe,2018,Moderate
Raahe,2019,Moderate
Raahe,2020,Moderate
Raahe,2021,Moderate
Rabat,2020,Moderate
Rabka-Zdrój,2014,Moderate
Rabka-Zdrój,2017,Moderate
Rabka-Zdrój,2020,Moderate
Raciborz,2010,Moderate
Racibórz,2020,Moderate
Radebeul,2010,Moderate
Radebeul,2013,Moderate
Radebeul,2014,Moderate
Radebeul,2015,Moderate
Radebeul,2016,Moderate
Radebeul,2017,Moderate
Radebeul,2018,Moderate
Radebeul,2019,Moderate
Radebeul,2020,Moderate
Radebeul,2021,Good
Radfeld,2013,Moderate
Radfeld,2014,Moderate
Radfeld,2015,Moderate
Radfeld,2016,Moderate
Radfeld,2017,Moderate
Radfeld,2018,Moderate
Radfeld,2019,Moderate
Radfeld,2020,Moderate
Radfeld,2021,Moderate
Radimovice,2010,Moderate
Radimovice,2013,Moderate
Radom,2010,Moderate
Radom,2013,Moderate
Radom,2014,Moderate
Radom,2015,Moderate
Radom,2016,Moderate
Radom,2017,Moderate
Radom,2018,Moderate
Radom,2019,Moderate
Radom,2020,Moderate
Radomierzyce,2010,Moderate
Radomierzyce,2013,Moderate
Radomsko,2010,Moderate
Radomsko,2013,Moderate
Radomsko,2014,Moderate
Radomsko,2015,Moderate
Radomsko,2016,Moderate
Radomsko,2017,Moderate
Radomsko,2018,Moderate
Radomsko,2019,Moderate
Radomsko,2020,Moderate
Radu Negru,2013,Moderate
Radu Negru,2015,Moderate
Radu Negru,2016,Moderate
Radu Negru,2017,Moderate
Radu Negru,2018,Moderate
Radu Negru,2019,Moderate
Radu Negru,2020,Moderate
Radu Negru,2021,Moderate
Radzyn Podlaski,2013,Moderate
Radzyn Podlaski,2014,Moderate
Radzyn Podlaski,2015,Moderate
Radzyn Podlaski,2016,Moderate
Radzyn Podlaski,2017,Moderate
Radzyn Podlaski,2018,Moderate
Radzyn Podlaski,2019,Moderate
Radzyn Podlaski,2020,Moderate
Radzyn podlaski,2010,Moderate
Radzyn podlaski,2013,Moderate
Raebareli,2011,Moderate
Raebareli,2012,Moderate
Raebareli,2013,Moderate
Raebareli,2014,Moderate
Raebareli,2015,Moderate
Raebareli,2020,Moderate
Ragusa,2015,Moderate
Ragusa,2016,Moderate
Ragusa,2017,Moderate
Ragusa,2018,Moderate
Ragusa,2019,Moderate
Ragusa,2020,Moderate
Ragusa,2021,Moderate
Rahal Gdid,2013,Moderate
Rahal Gdid,2014,Moderate
Rahal Gdid,2015,Moderate
Rahal Gdid,2016,Moderate
Rahal gdid,2013,Moderate
Raichur,2013,Moderate
Raigarh,2020,Moderate
Raigunj,2020,Moderate
Raipur,2011,Moderate
Raipur,2012,Moderate
Raipur,2013,Moderate
Raipur,2014,Moderate
Raipur,2015,Moderate
Raipur,2020,Moderate
Rajahmundry,2013,Moderate
Rajahmundry,2014,Moderate
Rajahmundry,2015,Moderate
Rajahmundry,2017,Moderate
Rajahmundry/ Rajamahendravaram,2020,Moderate
Rajgangpur,2013,Moderate
Rajgangpur,2014,Moderate
Rajgangpur,2020,Moderate
Rajkot,2011,Moderate
Rajkot,2012,Moderate
Rajkot,2013,Moderate
Rajkot,2020,Moderate
Rajshahi,2010,Moderate
Rajshahi,2011,Moderate
Rajshahi,2012,Moderate
Rajshahi,2013,Poor
Rajshahi,2014,Poor
Rajshahi,2015,Moderate
Rajshahi,2017,Poor
Rajshahi,2018,Moderate
Rakhra (Patiala),2020,Moderate
Rakican,2010,Moderate
Rakican,2013,Moderate
Rakican,2014,Moderate
Rakican,2015,Moderate
Rakican,2016,Moderate
Rakican,2017,Moderate
Rakican,2018,Moderate
Rakican,2019,Moderate
Rakican,2020,Moderate
Rakovica,2014,Moderate
Rakovica,2015,Moderate
Rakovica,2016,Moderate
Rakovica,2017,Moderate
Rakovica,2018,Good
Rakovica,2019,Good
Rakovica,2020,Good
"Raleigh, NC",2010,Moderate
"Raleigh, NC",2011,Moderate
"Raleigh, NC",2012,Moderate
"Raleigh, NC",2013,Moderate
"Raleigh, NC",2014,Moderate
"Raleigh, NC",2015,Moderate
"Raleigh, NC",2016,Moderate
"Raleigh, NC",2017,Moderate
"Raleigh, NC",2018,Moderate
"Raleigh, NC",2019,Moderate
"Raleigh, NC",2020,Moderate
"Raleigh, NC",2021,Moderate
Ramagundam,2011,Moderate
Ramagundam,2012,Moderate
Ramagundam,2020,Moderate
Ramat gan,2012,Moderate
Ramat gan,2013,Moderate
Ramat gan,2014,Moderate
Ramat gan,2016,Moderate
Ramat gan,2017,Moderate
Ramat gan,2018,Moderate
Ramat gan,2019,Moderate
Ramat gan,2020,Moderate
Ramat gan,2021,Moderate
Rambagh,2015,Moderate
Rambouillet,2014,Moderate
Rambouillet,2015,Moderate
Rambouillet,2016,Moderate
Rambouillet,2017,Moderate
Rambouillet,2018,Moderate
Rambouillet,2019,Moderate
Rambouillet,2020,Moderate
Rambouillet,2021,Moderate
Ramnicu valcea,2010,Moderate
Ramnicu valcea,2013,Moderate
Rampurhat,2020,Moderate
Ranaghat,2020,Moderate
Rancagua,2013,Moderate
Rancagua,2014,Moderate
Rancagua,2015,Moderate
Rancagua,2016,Moderate
Rancagua,2019,Moderate
Ranchi,2011,Moderate
Ranchi,2012,Moderate
Ranchi,2013,Moderate
Ranchi,2014,Moderate
Ranchi,2015,Moderate
Ranchi,2020,Moderate
Ranebennur,2013,Moderate
Ranebennur,2014,Moderate
Rang hu lu qu,2018,Moderate
Rang hu lu qu,2019,Moderate
Rangiora,2012,Moderate
Rangpo,2020,Moderate
Raniganj,2011,Moderate
Raniganj,2012,Moderate
Raniganj,2013,Moderate
Raniganj,2014,Moderate
Raniganj,2015,Moderate
Raniganj,2020,Moderate
Rapallo,2010,Moderate
Rapallo,2013,Moderate
Rapallo,2014,Moderate
Rapallo,2015,Moderate
Rapallo,2016,Moderate
Rapallo,2017,Moderate
Rapallo,2018,Moderate
Rapallo,2019,Moderate
Rapallo,2020,Moderate
Rapallo,2021,Moderate
"Rapid City, SD",2010,Moderate
"Rapid City, SD",2011,Good
"Rapid City, SD",2012,Moderate
"Rapid City, SD",2013,Moderate
"Rapid City, SD",2014,Moderate
"Rapid City, SD",2015,Good
"Rapid City, SD",2016,Good
"Rapid City, SD",2017,Good
"Rapid City, SD",2018,Good
"Rapid City, SD",2019,Good
"Rapid City, SD",2020,Moderate
"Rapid City, SD",2021,Moderate
Rapperswil,2011,Moderate
Rapperswil,2013,Moderate
Rapperswil,2015,Moderate
Rapperswil,2017,Moderate
Rapperswil,2019,Moderate
Rapperswil,2021,Moderate
Ras AlKhaima,2021,Moderate
Ras al khaimah,2017,Moderate
Ras al khaimah,2018,Moderate
Ras al khaimah,2019,Moderate
Ras al khaimah,2020,Moderate
Ras hayan,2012,Moderate
Rasht,2016,Moderate
"Rasht, guilan",2011,Moderate
Rashtn guilan,2011,Moderate
Rastatt,2018,Moderate
Rasulpur,2013,Moderate
Ratchaburi,2016,Moderate
Ratchaburi,2017,Moderate
Ratchaburi,2019,Moderate
Ratchaburi,2021,Moderate
Ratingen,2010,Moderate
Ratingen,2013,Moderate
Ratingen,2014,Moderate
Ratingen,2015,Moderate
Ratingen,2016,Moderate
Ratingen,2017,Moderate
Ratingen,2018,Moderate
Ratingen,2019,Moderate
Ratingen,2020,Moderate
Ratingen,2021,Good
Ratnapark,2019,Moderate
Ratzeburg,2010,Moderate
Ratzeburg,2013,Moderate
Ratzeburg,2014,Moderate
Ratzeburg,2015,Moderate
Ratzeburg,2016,Moderate
Ratzeburg,2017,Moderate
Raunheim,2010,Moderate
Raunheim,2013,Moderate
Raunheim,2014,Moderate
Raunheim,2015,Moderate
Raunheim,2016,Moderate
Raunheim,2017,Moderate
Raunheim,2018,Moderate
Raunheim,2019,Moderate
Raunheim,2020,Moderate
Raunheim,2021,Moderate
Rauris,2013,Moderate
Ravangla,2020,Moderate
Ravenna,2010,Moderate
Ravenna,2013,Moderate
Ravenna,2014,Moderate
Ravenna,2015,Moderate
Ravenna,2016,Moderate
Ravenna,2017,Moderate
Ravenna,2018,Moderate
Ravenna,2019,Moderate
Ravenna,2020,Moderate
Ravenna,2021,Moderate
Ravensburg,2016,Moderate
Ravensburg,2018,Moderate
Ravensburg,2019,Moderate
Rawa Mazowiecka,2013,Moderate
Rawa Mazowiecka,2014,Moderate
Rawa Mazowiecka,2015,Moderate
Rawa Mazowiecka,2016,Moderate
Rawa Mazowiecka,2017,Moderate
Rawa Mazowiecka,2018,Moderate
Rawa Mazowiecka,2019,Moderate
Rawa Mazowiecka,2020,Moderate
Rawa mazowiecka,2010,Moderate
Rawalpindi,2010,Moderate
Rayagada,2012,Moderate
Rayagada,2013,Moderate
Rayagada,2014,Moderate
Rayagada,2020,Moderate
Rayong,2014,Moderate
Rayong,2016,Moderate
Rayong,2017,Moderate
Rayong,2019,Moderate
Rayong,2021,Moderate
Raška,2013,Moderate
Reading,2010,Moderate
Reading,2013,Good
Reading,2020,Good
Reading (greater city),2013,Good
Reading (greater city),2014,Good
Reading (greater city),2015,Good
Reading (greater city),2016,Good
Reading (greater city),2017,Good
Reading (greater city),2018,Good
Reading (greater city),2019,Moderate
"Reading, PA",2010,Moderate
"Reading, PA",2011,Moderate
"Reading, PA",2012,Moderate
"Reading, PA",2013,Moderate
"Reading, PA",2014,Moderate
"Reading, PA",2015,Moderate
"Reading, PA",2016,Moderate
"Reading, PA",2017,Moderate
"Reading, PA",2018,Moderate
"Reading, PA",2019,Moderate
"Reading, PA",2020,Moderate
"Reading, PA",2021,Moderate
Realejos (los),2010,Good
Rechitsa,2020,Moderate
Rechitsa,2021,Moderate
Recklinghausen,2010,Moderate
Recklinghausen,2013,Moderate
Recklinghausen,2014,Moderate
Recklinghausen,2015,Moderate
Recklinghausen,2016,Moderate
Recklinghausen,2017,Moderate
Recklinghausen,2018,Moderate
Recklinghausen,2019,Moderate
Recklinghausen,2021,Moderate
Recloses,2013,Moderate
Recloses,2014,Moderate
Recloses,2015,Moderate
Recloses,2016,Moderate
Recloses,2017,Moderate
Recloses,2018,Moderate
Recloses,2019,Moderate
Recloses,2020,Moderate
Recloses,2021,Moderate
Reczyn,2010,Moderate
Reczyn,2013,Moderate
Red Deer,2020,Moderate
Red deer,2015,Moderate
Red deer,2016,Moderate
Red deer,2017,Moderate
Red deer,2018,Moderate
Red deer,2019,Moderate
"Redding, CA",2010,Moderate
"Redding, CA",2011,Moderate
"Redding, CA",2012,Moderate
"Redding, CA",2013,Moderate
"Redding, CA",2014,Moderate
"Redding, CA",2015,Moderate
"Redding, CA",2016,Moderate
"Redding, CA",2017,Moderate
"Redding, CA",2018,Moderate
"Redding, CA",2019,Moderate
"Redding, CA",2020,Moderate
"Redding, CA",2021,Moderate
Redwater,2016,Moderate
Redwater,2018,Moderate
Redwater,2019,Moderate
Redwater,2020,Moderate
Regen,2010,Moderate
Regensburg,2010,Moderate
Regensburg,2013,Moderate
Regensburg,2014,Moderate
Regensburg,2015,Moderate
Regensburg,2016,Moderate
Regensburg,2017,Moderate
Regensburg,2018,Moderate
Regensburg,2019,Moderate
